"o","38",,"------------------------------------------
",,"stdout","1639009893102",
"o","38",,"6 |   |   |   |   |   |   |   |   | 
",,"stdout","1639009893102",
"o","38",,"------------------------------------------
",,"stdout","1639009893102",
"o","38",,"7 |   |   |   |   |   |   |   |   | 
",,"stdout","1639009893102",
"o","38",,"------------------------------------------
",,"stdout","1639009893102",
"o","38",,"8 |   |   |   |   |   |   |   |   | 
",,"stdout","1639009893102",
"o","38",,"Hit Enter to flip card at 4, 3",,"stdout","1639009893102",
"o","38",,"  | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 |
",,"stdout","1639009906677",
"o","38",,"------------------------------------------
",,"stdout","1639009906677",
"o","38",,"1 |   |   |   |   |   |   |   |   | 
",,"stdout","1639009906677",
"o","38",,"------------------------------------------
",,"stdout","1639009906677",
"o","38",,"2 |   |   |   |   |   |   |   |   | 
",,"stdout","1639009906677",
"o","38",,"------------------------------------------
",,"stdout","1639009906677",
"o","38",,"3 |   |   | Y |   |   |   |   |   | 
",,"stdout","1639009906677",
"o","38",,"------------------------------------------
",,"stdout","1639009906677",
"o","38",,"4 |   |   | q |   |   |   |   |   | 
",,"stdout","1639009906677",
"o","38",,"------------------------------------------
",,"stdout","1639009906677",
"o","38",,"5 |   |   |   |   |   |   |   |   | 
",,"stdout","1639009906677",
"o","38",,"------------------------------------------
",,"stdout","1639009906677",
"o","38",,"6 |   |   |   |   |   |   |   |   | 
",,"stdout","1639009906677",
"o","38",,"------------------------------------------
",,"stdout","1639009906677",
"o","38",,"7 |   |   |   |   |   |   |   |   | 
",,"stdout","1639009906677",
"o","38",,"------------------------------------------
",,"stdout","1639009906677",
"o","38",,"8 |   |   |   |   |   |   |   |   | 
",,"stdout","1639009906677",
"o","38",,"Hit Enter to see if the two cards matchThey Do Not Match!
",,"stdout","1639009906677",
"o","38",,"Remove the shuffling in memoryboard.py to get a match
",,"stdout","1639009906677",
"o","38",,"
Process finished with exit code 0
",,"system","1639009906679",
"r","47","""C:\Users\Harrison Wynn\AppData\Local\Programs\Python\Python39\python.exe"" ""C:/Users/Harrison Wynn/Documents/CS 1400 Homework/Wynn-Harrison-Assn13/modules/memory_test.py""",,"PythonRunner",,"1639058575289","memory_test.py"
"o","47",,"Testing the Card
",,"stdout","1639058575319",
"o","47",,"Hit Enter to create a card with an ID of 10",,"stdout","1639058575319",
"o","47",,"Traceback (most recent call last):
",,"stderr","1639058580059",
"o","47",,"  File ""C:\Users\Harrison Wynn\Documents\CS 1400 Homework\Wynn-Harrison-Assn13\modules\memory_test.py"", line 85, in <module>
",,"stderr","1639058580059",
"o","47",,"    main()
",,"stderr","1639058580059",
"o","47",,"  File ""C:\Users\Harrison Wynn\Documents\CS 1400 Homework\Wynn-Harrison-Assn13\modules\memory_test.py"", line 8, in main
",,"stderr","1639058580059",
"o","47",,"    testCard()
",,"stderr","1639058580059",
